airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url,rejection_reason,traffic_source_url
Labuan Airport,Labuan Airport,LBU,WBKL,WBKL,MY,Malaysia,MY-15,Labuan,Labuan,5.301667,115.248333,medium_airport,yes,149586,2021,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport,below_5m_passengers,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport
Libreville Leon M'ba International Airport,Libreville Leon M'ba International Airport,LBV,FOOL,FOOL,GA,Gabon,GA-1,Libreville,Libreville,0.458951,9.41214,large_airport,yes,690224,2017,medium_airport,medium,45,medium,https://www.adlgabon.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://asecnaonline.asecna.aero/images/icagenda/files/rapportannuel-asecna2017.pdf,below_5m_passengers,https://asecnaonline.asecna.aero/images/icagenda/files/rapportannuel-asecna2017.pdf
Golosón International Airport,Golosón International Airport,LCE,MHLC,MHLC,HN,Honduras,HN-AT,La Ceiba,La Ceiba,15.7425,-86.852997,medium_airport,yes,165802,2016,medium_airport,medium,40,medium,http://www.interairports.hn/aeropuerto-de-la-ceiba-2/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q2231517,below_5m_passengers,http://www.wikidata.org/entity/Q2231517
A Coruña Airport,A Coruña Airport,LCG,LECO,LECO,ES,Spain,ES-GA,Culleredo,Culleredo,43.302101,-8.37726,medium_airport,yes,1292166,2025,medium_airport,medium,40,medium,https://www.aena.es/en/a-coruna.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1430713,below_5m_passengers,http://www.wikidata.org/entity/Q1430713
Lake Charles Regional Airport,Lake Charles Regional Airport,LCH,KLCH,KLCH,US,United States,US-LA,Lake Charles,Lake Charles,30.126100540161133,-93.22329711914062,medium_airport,yes,124114,2019,medium_airport,medium,40,medium,http://www.flylakecharles.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Łódź Władysław Reymont Airport,Łódź Władysław Reymont Airport,LCJ,EPLL,EPLL,PL,Poland,PL-LD,Łódź,Łódź,51.721901,19.3981,large_airport,yes,356878,2023,medium_airport,medium,45,medium,https://www.lodz-airport.pl/en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.rynek-lotniczy.pl/wiadomosci/lodz-straty-po-pandemii-odrobione-2023-rok-prawie-dwa-razy-lepszy-od-2022-19710.html,below_5m_passengers,https://www.rynek-lotniczy.pl/wiadomosci/lodz-straty-po-pandemii-odrobione-2023-rok-prawie-dwa-razy-lepszy-od-2022-19710.html
Rickenbacker International Airport,Rickenbacker International Airport,LCK,KLCK,KLCK,US,United States,US-OH,Columbus,Columbus,39.813801,-82.927803,medium_airport,yes,307700,2019,medium_airport,medium,40,medium,https://flycolumbus.com/general-aviation/lck/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Liancheng Guanzhishan Airport,Liancheng Guanzhishan Airport,LCX,ZSLO,ZSLO,CN,China,CN-35,Longyan (Liancheng),Longyan (Liancheng),25.67592,116.745907,medium_airport,yes,61571,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
London City Airport,London City Airport,LCY,EGLC,EGLC,GB,United Kingdom,GB-ENG,London,London,51.505299,0.055278,medium_airport,yes,3009313,2022,medium_airport,medium,40,medium,http://www.londoncityairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578,below_5m_passengers,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578
Governor José Richa Airport,Governor José Richa Airport,LDB,SBLO,SBLO,BR,Brazil,BR-PR,Londrina,Londrina,-23.334375,-51.128365,medium_airport,yes,689869,2022,medium_airport,medium,40,medium,https://www.ccraeroportos.com.br/londrina-pr,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv,below_5m_passengers,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Tarbes-Lourdes-Pyrénées Airport,Tarbes-Lourdes-Pyrénées Airport,LDE,LFBT,LFBT,FR,France,FR-OCC,Tarbes/Lourdes/Pyrénées,Tarbes/Lourdes/Pyrénées,43.178699,-0.006439,medium_airport,yes,403325,2022,medium_airport,medium,40,medium,https://www.tlp.aeroport.fr/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Yichun Lindu Airport,Yichun Lindu Airport,LDS,ZYLD,ZYLD,CN,China,CN-23,Yichun,Yichun,47.752056,129.019125,medium_airport,yes,100491,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Lahad Datu Airport,Lahad Datu Airport,LDU,WBKD,WBKD,MY,Malaysia,MY-12,Lahad Datu,Lahad Datu,5.03241,118.32376,medium_airport,yes,49425,2021,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport,below_5m_passengers,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport
Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni Airport,LDX,SOOM,SOOM,GF,French Guiana,GF-SL,Saint-Laurent-du-Maroni,Saint-Laurent-du-Maroni,5.481891,-54.034964,medium_airport,yes,6399,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/view-statistiques/saint-laurent-du-maroni,below_5m_passengers,https://www.aeroport.fr/view-statistiques/saint-laurent-du-maroni
City of Derry Airport,City of Derry Airport,LDY,EGAE,EGAE,GB,United Kingdom,GB-NIR,"Derry, Derry and Strabane","Derry, Derry and Strabane",55.042801,-7.16111,medium_airport,yes,163379,2022,medium_airport,medium,40,medium,http://www.cityofderryairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578,below_5m_passengers,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578
Learmonth Airport,Learmonth Airport,LEA,YPLM,YPLM,AU,Australia,AU-WA,Exmouth,Exmouth,-22.235201,114.090024,medium_airport,yes,96954,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx,below_5m_passengers,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Lebanon Municipal Airport,Lebanon Municipal Airport,LEB,KLEB,KLEB,US,United States,US-NH,Lebanon,Lebanon,43.626098632799994,-72.30419921880001,medium_airport,yes,20728,2019,medium_airport,medium,40,medium,http://flyleb.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Almería Airport,Almería Airport,LEI,LEAM,LEAM,ES,Spain,ES-AN,Almería,Almería,36.843899,-2.3701,medium_airport,yes,801689,2025,medium_airport,medium,40,medium,https://www.aena.es/en/almeria.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q632277,below_5m_passengers,http://www.wikidata.org/entity/Q632277
Leipzig/Halle Airport,Leipzig/Halle Airport,LEJ,EDDP,EDDP,DE,Germany,DE-SN,Schkeuditz,Schkeuditz,51.420657,12.232705,large_airport,yes,1558602,2022,medium_airport,medium,45,medium,https://www.mdf-ag.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.adv.aero/wp-content/uploads/2015/11/12.2022-ADV-Monatsstatistik.pdf,below_5m_passengers,https://www.adv.aero/wp-content/uploads/2015/11/12.2022-ADV-Monatsstatistik.pdf
León Airport,León Airport,LEN,LELN,LELN,ES,Spain,ES-CL,La Virgen del Camino,La Virgen del Camino,42.590709,-5.653406,medium_airport,yes,44941,2022,medium_airport,medium,40,medium,https://www.aena.es/en/leon.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aena.es/sites/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1576861734447&ssbinary=true,below_5m_passengers,https://www.aena.es/sites/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1576861734447&ssbinary=true
Leinster Airport,Leinster Airport,LER,YLST,YLST,AU,Australia,AU-WA,,,-27.843299865722656,120.7030029296875,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Alfredo Vásquez Cobo International Airport,Alfredo Vásquez Cobo International Airport,LET,SKLT,SKLT,CO,Colombia,CO-AMA,Leticia,Leticia,-4.191147,-69.942003,medium_airport,yes,370277,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,below_5m_passengers,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx
Pirineus - la Seu d'Urgel Airport,Pirineus - la Seu d'Urgel Airport,LEU,LESU,LESU,ES,Spain,ES-CT,La Seu d'Urgell Pyrenees and Andorra,La Seu d'Urgell Pyrenees and Andorra,42.3386,1.40917,medium_airport,yes,,,unknown,unrated,,unknown,http://www10.gencat.net/ptop/AppJava/cat/aerotrans/aerodroms/aerodroms/pirineus.jsp,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Blue Grass Airport,Blue Grass Airport,LEX,KLEX,KLEX,US,United States,US-KY,Lexington,Lexington,38.035066,-84.606738,medium_airport,yes,1413914,2019,medium_airport,medium,40,medium,http://www.bluegrassairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Lamerd Airport,Lamerd Airport,LFM,OISR,OISR,IR,Iran,IR-07,Lamerd,Lamerd,27.3727,53.188801,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Linfen Yaodu Airport,Linfen Yaodu Airport,LFQ,ZBLF,ZBLF,CN,China,CN-14,Linfen (Yaodu),Linfen (Yaodu),36.132629,111.641236,medium_airport,yes,381970,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Lafayette Regional Airport,Lafayette Regional Airport,LFT,KLFT,KLFT,US,United States,US-LA,Lafayette,Lafayette,30.205299,-91.987602,medium_airport,yes,531118,2019,medium_airport,medium,40,medium,http://www.lftairport.com/Home,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Lomé–Tokoin International Airport,Lomé–Tokoin International Airport,LFW,DXXX,DXXX,TG,Togo,TG-M,Lomé,Lomé,6.16561,1.25451,large_airport,yes,960000,2021,medium_airport,medium,45,medium,https://aeroportdelome.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.agenceecofin.com/transports/0406-98381-togo-en-2021-l-aeroport-de-lome-a-enregistre-une-augmentation-de-52-de-son-trafic-passagers,below_5m_passengers,https://www.agenceecofin.com/transports/0406-98381-togo-en-2021-l-aeroport-de-lome-a-enregistre-une-augmentation-de-52-de-son-trafic-passagers
Long Beach International Airport,Long Beach International Airport,LGB,KLGB,KLGB,US,United States,US-CA,Long Beach,Long Beach,33.816523,-118.149891,large_airport,yes,3739307,2023,medium_airport,medium,45,medium,http://www.lgb.org/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1431943,below_5m_passengers,http://www.wikidata.org/entity/Q1431943
Liège Airport,Liège Airport,LGG,EBLG,EBLG,BE,Belgium,BE-WLG,Grâce-Hollogne,Grâce-Hollogne,50.638574,5.443897,medium_airport,yes,175606,2023,medium_airport,medium,40,medium,http://www.liegeairport.be/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aviation24.be/airports/liege/liege-airport-navigates-contrasting-trends-in-2023-outlines-vision-2040-amidst-industry-challenges/,below_5m_passengers,https://www.aviation24.be/airports/liege/liege-airport-navigates-contrasting-trends-in-2023-outlines-vision-2040-amidst-industry-challenges/
Deadman's Cay Airport,Deadman's Cay Airport,LGI,MYLD,MYLD,BS,Bahamas,BS-LI,Deadman's Cay,Deadman's Cay,23.1790008545,-75.09359741210001,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Langkawi International Airport,Langkawi International Airport,LGK,WMKL,WMKL,MY,Malaysia,MY-02,Langkawi,Langkawi,6.32973,99.728699,large_airport,yes,761642,2021,medium_airport,medium,45,medium,https://airports.malaysiaairports.com.my/langkawi,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport,below_5m_passengers,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport
Allama Iqbal International Airport,Allama Iqbal International Airport,LHE,OPLA,OPLA,PK,Pakistan,PK-PB,Lahore,Lahore,31.521601,74.403603,large_airport,yes,4490182,2018,medium_airport,medium,45,medium,http://www.lahoreairport.com.pk,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q60879,below_5m_passengers,http://www.wikidata.org/entity/Q60879
Lightning Ridge Airport,Lightning Ridge Airport,LHG,YLRD,YLRD,AU,Australia,AU-NSW,,,-29.452857,147.977146,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Lachin International Airport,Lachin International Airport,LHL,UBLC,UBLC,AZ,Azerbaijan,AZ-LAC,Lachin,Lachin,39.883787,46.363137,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Las Heras Airport,Las Heras Airport,LHS,SAVH,SAVH,AR,Argentina,AR-Z,Las Heras,Las Heras,-46.538517,-68.965323,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Lifou Airport,Lifou Airport,LIF,NWWL,NWWL,NC,New Caledonia,NC-01,Lifou,Lifou,-20.774563,167.239328,medium_airport,yes,160928,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Limoges Airport,Limoges Airport,LIG,LFBL,LFBL,FR,France,FR-NAQ,Limoges/Bellegarde,Limoges/Bellegarde,45.862801,1.17944,medium_airport,yes,193382,2022,medium_airport,medium,40,medium,https://www.aeroportlimoges.com/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Lihue Airport,Lihue Airport,LIH,PHLI,PHLI,US,United States,US-HI,"Lihue, Kauai","Lihue, Kauai",21.974393,-159.337146,large_airport,yes,3706624,2023,medium_airport,medium,45,medium,https://airports.hawaii.gov/lih,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1146451,below_5m_passengers,http://www.wikidata.org/entity/Q1146451
Lille Airport,Lille Airport,LIL,LFQQ,LFQQ,FR,France,FR-HDF,Lesquin,Lesquin,50.566564,3.102429,large_airport,yes,1773154,2022,medium_airport,medium,45,medium,https://www.lille.aeroport.fr/home/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Limón International Airport,Limón International Airport,LIO,MRLM,MRLM,CR,Costa Rica,CR-L,Limón,Limón,9.95796,-83.022003,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Daniel Oduber Quirós International Airport,Daniel Oduber Quirós International Airport,LIR,MRLB,MRLB,CR,Costa Rica,CR-G,Liberia,Liberia,10.5933,-85.544403,large_airport,yes,827000,2021,medium_airport,medium,45,medium,https://www.guanacasteairport.com/es/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.vinci-airports.com/sites/default/files/trafic_vinci_airports_cp_decembre_2021_fr_0.pdf,below_5m_passengers,https://www.vinci-airports.com/sites/default/files/trafic_vinci_airports_cp_decembre_2021_fr_0.pdf
