airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url,rejection_reason,traffic_source_url
Fort Dodge Regional Airport,Fort Dodge Regional Airport,FOD,KFOD,KFOD,US,United States,US-IA,Fort Dodge,Fort Dodge,42.552624,-94.191237,medium_airport,yes,16656,2019,medium_airport,medium,40,medium,https://www.fortdodgeiowa.org/department/?fDD=5-0,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Foggia Gino Lisa Airport,Foggia Gino Lisa Airport,FOG,LIBF,LIBF,IT,Italy,IT-75,Foggia (FG),Foggia (FG),41.433596,15.534566,medium_airport,yes,48972,2023,medium_airport,medium,40,medium,https://foggia.airports.aeroportidipuglia.it/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.ansa.it/puglia/notizie/2024/01/09/nel-2023-record-passeggeri-aeroporti-pugliaquasi-10-milioni_72e07ebd-67c6-47ab-b6a1-dd0e5329766b.html,below_5m_passengers,https://www.ansa.it/puglia/notizie/2024/01/09/nel-2023-record-passeggeri-aeroporti-pugliaquasi-10-milioni_72e07ebd-67c6-47ab-b6a1-dd0e5329766b.html
La Fortuna Arenal Airport,La Fortuna Arenal Airport,FON,MRAN,MRAN,CR,Costa Rica,CR-A,La Fortuna,La Fortuna,10.469311,-84.579073,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Grand Bahama International Airport,Grand Bahama International Airport,FPO,MYGF,MYGF,BS,Bahamas,BS-FP,Freeport,Freeport,26.557996,-78.695583,large_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Friday Harbor Airport,Friday Harbor Airport,FRD,KFHR,KFHR,US,United States,US-WA,Friday Harbor,Friday Harbor,48.523654,-123.024645,medium_airport,yes,27154,2019,medium_airport,medium,40,medium,http://www.portfridayharbor.org/?page_id=49,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Forlì-Luigi Ridolfi International Airport,Forlì-Luigi Ridolfi International Airport,FRL,LIPK,LIPK,IT,Italy,IT-45,Forlì (FC),Forlì (FC),44.194801,12.0701,medium_airport,yes,118073,2025,medium_airport,medium,40,medium,https://www.forliairport.net/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/,below_5m_passengers,https://assaeroporti.com/statistiche/
Florø Airport,Florø Airport,FRO,ENFL,ENFL,NO,Norway,NO-46,Florø,Florø,61.583599090576,5.0247201919556,medium_airport,yes,150339,2022,medium_airport,medium,40,medium,https://avinor.no/en/airport/floro-airport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://avinor.no/globalassets/trondheim-lufthavn/shopping/12.2022.xlsx,below_5m_passengers,https://avinor.no/globalassets/trondheim-lufthavn/shopping/12.2022.xlsx
Mundo Maya International Airport,Mundo Maya International Airport,FRS,,MGTK,GT,Guatemala,GT-PE,San Benito,San Benito,16.913707,-89.866143,medium_airport,yes,146764,2022,medium_airport,medium,40,medium,http://www.dgacguate.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.dgac.gob.gt/wp-content/uploads/2022/11/1-CONSOLIDADO-DE-PASAJEROS-NACIONALES-INTERNACIONALES-AIMM-ANO-2022.pdf,below_5m_passengers,https://www.dgac.gob.gt/wp-content/uploads/2022/11/1-CONSOLIDADO-DE-PASAJEROS-NACIONALES-INTERNACIONALES-AIMM-ANO-2022.pdf
Phillip Gaonwe Matante International Airport,Phillip Gaonwe Matante International Airport,FRW,FBPM,FBFT,BW,Botswana,BW-FR,Francistown,Francistown,-21.159183,27.468826,large_airport,yes,36698,2018,medium_airport,medium,45,medium,https://www.caab.co.bw/p-g-matante-international-airport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.statsbots.org.bw/sites/default/files/Q4%202018%20Transport%20%20%26%20%20Infrastructure%20Stats%20Brief.pdf,below_5m_passengers,http://www.statsbots.org.bw/sites/default/files/Q4%202018%20Transport%20%20%26%20%20Infrastructure%20Stats%20Brief.pdf
Figari Sud-Corse Airport,Figari Sud-Corse Airport,FSC,LFKF,LFKF,FR,France,FR-COR,Figari,Figari,41.50185,9.097092,large_airport,yes,907102,2022,medium_airport,medium,45,medium,https://figari-aeroport.cci.corsica/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Sioux Falls Regional Airport,Sioux Falls Regional Airport,FSD,KFSD,KFSD,US,United States,US-SD,Sioux Falls,Sioux Falls,43.585463,-96.741152,medium_airport,yes,1152708,2019,medium_airport,medium,40,medium,http://www.sfairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Fort Smith Regional Airport,Fort Smith Regional Airport,FSM,KFSM,KFSM,US,United States,US-AR,Fort Smith,Fort Smith,35.336601,-94.367401,medium_airport,yes,183920,2019,medium_airport,medium,40,medium,https://flyfsm.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Saint-Pierre Pointe-Blanche Airport,Saint-Pierre Pointe-Blanche Airport,FSP,LFVP,LFVP,PM,Saint Pierre and Miquelon,PM-SP,Saint-Pierre,Saint-Pierre,46.762651,-56.17499,medium_airport,yes,28501,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.ecologie.gouv.fr/sites/default/files/Bulletin_Statistiques_trafic_aerien_2022.pdf,below_5m_passengers,https://www.ecologie.gouv.fr/sites/default/files/Bulletin_Statistiques_trafic_aerien_2022.pdf
Mount Fuji Shizuoka Airport,Mount Fuji Shizuoka Airport,FSZ,RJNS,RJNS,JP,Japan,JP-22,Makinohara / Shimada,Makinohara / Shimada,34.795022,138.190976,large_airport,yes,583372,2024,medium_airport,medium,45,medium,https://www.mtfuji-shizuokaairport.jp.e.ajl.hp.transer.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html,below_5m_passengers,https://www.mlit.go.jp/koku/15_bf_000185.html
El Calafate - Commander Armando Tola International Airport,El Calafate - Commander Armando Tola International Airport,FTE,,SAWC,AR,Argentina,AR-Z,El Calafate,El Calafate,-50.281997,-72.053949,large_airport,yes,86097,2022,medium_airport,medium,45,medium,http://www.aeropuertoelcalafate.com/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx,below_5m_passengers,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx
Tôlanaro Airport,Tôlanaro Airport,FTU,FMSD,FMSD,MG,Madagascar,MG-U,Tôlanaro,Tôlanaro,-25.038099,46.9561,medium_airport,yes,62740,2018,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://adema.mg/wp-content/uploads/2019/06/Fiche-opportunité-daffaire-VF.pdf,below_5m_passengers,https://adema.mg/wp-content/uploads/2019/06/Fiche-opportunité-daffaire-VF.pdf
Fort Worth Meacham International Airport,Fort Worth Meacham International Airport,FTW,KFTW,KFTW,US,United States,US-TX,Fort Worth,Fort Worth,32.819919,-97.360818,medium_airport,yes,1604,2019,medium_airport,medium,40,medium,http://meacham.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Fuyang Xiguan Airport,Fuyang Xiguan Airport,FUG,ZSFY,ZSFY,CN,China,CN-34,"Yingzhou, Fuyang","Yingzhou, Fuyang",32.882157,115.734364,medium_airport,yes,459524,2022,medium_airport,medium,40,medium,http://www.mh.fy.cn,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Fukue Airport,Fukue Airport,FUJ,RJFE,RJFE,JP,Japan,JP-42,Goto,Goto,32.666302,128.832993,medium_airport,yes,179269,2024,medium_airport,medium,40,medium,http://www.fuj.ecnet.jp/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html,below_5m_passengers,https://www.mlit.go.jp/koku/15_bf_000185.html
Funafuti International Airport,Funafuti International Airport,FUN,NGFU,NGFU,TV,Tuvalu,TV-FUN,Funafuti,Funafuti,-8.523885,179.196976,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Foshan Shadi Airport,Foshan Shadi Airport,FUO,ZGFS,ZGFS,CN,China,CN-44,Foshan (Nanhai),Foshan (Nanhai),23.0825,113.070833,medium_airport,yes,371807,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Fort Wayne International Airport,Fort Wayne International Airport,FWA,KFWA,KFWA,US,United States,US-IN,Fort Wayne,Fort Wayne,40.978896,-85.194465,medium_airport,yes,804800,2019,medium_airport,medium,40,medium,https://fwairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Fuyuan Dongji Airport,Fuyuan Dongji Airport,FYJ,ZYFY,ZYFY,CN,China,CN-23,Fuyuan,Fuyuan,48.197219,134.36298,medium_airport,yes,19038,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Fuyun Koktokay Airport,Fuyun Koktokay Airport,FYN,ZWFY,ZWFY,CN,China,CN-65,Fuyun,Fuyun,46.804169,89.512006,medium_airport,yes,24054,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Fort Yukon Airport,Fort Yukon Airport,FYU,PFYU,PFYU,US,United States,US-AK,Fort Yukon,Fort Yukon,66.571651,-145.249987,medium_airport,yes,14474,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Gabès Matmata International Airport,Gabès Matmata International Airport,GAE,DTTG,DTTG,TN,Tunisia,TN-81,Gabès,Gabès,33.733691,9.91941,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gafsa Ksar International Airport,Gafsa Ksar International Airport,GAF,DTTF,DTTF,TN,Tunisia,TN-71,Gafsa,Gafsa,34.422000885009766,8.822500228881836,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Yamagata Airport,Yamagata Airport,GAJ,RJSC,RJSC,JP,Japan,JP-06,Higashine,Higashine,38.4119,140.371002,medium_airport,yes,361128,2024,medium_airport,medium,40,medium,https://www.yamagata-airport.co.jp/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html,below_5m_passengers,https://www.mlit.go.jp/koku/15_bf_000185.html
Edward G. Pitka Sr Airport,Edward G. Pitka Sr Airport,GAL,PAGA,PAGA,US,United States,US-AK,Galena,Galena,64.736198,-156.936997,medium_airport,yes,23740,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Gambell Airport,Gambell Airport,GAM,PAGM,PAGM,US,United States,US-AK,Gambell,Gambell,63.767694,-171.733303,medium_airport,yes,6954,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Gan International Airport,Gan International Airport,GAN,VRMG,VRMG,MV,Maldives,MV-01,Gan,Gan,-0.692975,73.152627,large_airport,yes,152740,2016,medium_airport,medium,45,medium,https://ganairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://statisticsmaldives.gov.mv/yearbook/2017/wp-content/uploads/sites/4/2017/07/11.20.pdf,below_5m_passengers,https://statisticsmaldives.gov.mv/yearbook/2017/wp-content/uploads/sites/4/2017/07/11.20.pdf
Gao International Airport,Gao International Airport,GAQ,GAGO,GAGO,ML,Mali,ML-7,Gao,Gao,16.248466,-0.005389,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Lokpriya Gopinath Bordoloi International Airport,Lokpriya Gopinath Bordoloi International Airport,GAU,VEGT,VEGT,IN,India,IN-AS,Guwahati,Guwahati,26.106654,91.585226,large_airport,yes,474624,2022,medium_airport,medium,45,medium,http://aai.aero/guwahati/index.jsp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/Dec2k22Annex3.pdf
Gaya Airport,Gaya Airport,GAY,VEGY,VEGY,IN,India,IN-BR,Gaya,Gaya,24.744301,84.951202,medium_airport,yes,25719,2022,medium_airport,medium,40,medium,https://www.aai.aero/en/airports/gaya,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Nov2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/Nov2k22Annex3.pdf
Gabala International Airport,Gabala International Airport,GBB,UBBQ,UBBQ,AZ,Azerbaijan,AZ-QAB,Gabala,Gabala,40.808617,47.725389,medium_airport,yes,55651,2014,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1030420,below_5m_passengers,http://www.wikidata.org/entity/Q1030420
Sir Seretse Khama International Airport,Sir Seretse Khama International Airport,GBE,FBSK,FBSK,BW,Botswana,BW-GA,Gaborone,Gaborone,-24.555201,25.9182,large_airport,yes,407813,2024,medium_airport,medium,45,medium,https://www.caab.co.bw/sir-seretse-khama-international-airport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1327949,below_5m_passengers,http://www.wikidata.org/entity/Q1327949
Marie-Galante Airport,Marie-Galante Airport,GBJ,TFFM,TFFM,GP,Guadeloupe,GP-U-A,Grand-Bourg,Grand-Bourg,15.868925,-61.270087,medium_airport,yes,1105,2020,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.ecologie.gouv.fr/sites/default/files/Bulletin_Stat_2020.pdf,below_5m_passengers,https://www.ecologie.gouv.fr/sites/default/files/Bulletin_Stat_2020.pdf
Northeast Wyoming Regional Airport,Northeast Wyoming Regional Airport,GCC,KGCC,KGCC,US,United States,US-WY,Gillette,Gillette,44.3489,-105.539001,medium_airport,yes,58994,2019,medium_airport,medium,40,medium,http://www.iflygillette.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Gachsaran Airport,Gachsaran Airport,GCH,OIAH,OIAH,IR,Iran,IR-17,Gachsaran,Gachsaran,30.333869,50.833796,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Guernsey Airport,Guernsey Airport,GCI,EGJB,EGJB,GG,Guernsey,GG-G,Saint Peter Port,Saint Peter Port,49.435001,-2.60197,medium_airport,yes,697021,2023,medium_airport,medium,40,medium,https://www.airport.gg/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.gg/sites/default/files/Annual%20Report%202023%20-%20Guernsey%20Ports%20-%2028.08.2024.pdf,below_5m_passengers,https://www.airport.gg/sites/default/files/Annual%20Report%202023%20-%20Guernsey%20Ports%20-%2028.08.2024.pdf
Garden City Regional Airport,Garden City Regional Airport,GCK,KGCK,KGCK,US,United States,US-KS,Garden City,Garden City,37.9275016785,-100.723999023,medium_airport,yes,50146,2019,medium_airport,medium,40,medium,http://www.fly2gck.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Owen Roberts International Airport,Owen Roberts International Airport,GCM,MWCR,MWCR,KY,Cayman Islands,KY-GC,George Town,George Town,19.292801,-81.357697,large_airport,yes,363811,2020,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caymanairports.com/statistics/download_pdf/34,below_5m_passengers,https://www.caymanairports.com/statistics/download_pdf/34
Grand Canyon National Park Airport,Grand Canyon National Park Airport,GCN,KGCN,KGCN,US,United States,US-AZ,Grand Canyon - Tusayan,Grand Canyon - Tusayan,35.9524,-112.147003,medium_airport,yes,501980,2019,medium_airport,medium,40,medium,http://www.azdot.gov/aviation/airports/airports_list.asp?FAA=GCN,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Gondia Airport,Gondia Airport,GDB,VAGD,VA2C,IN,India,IN-MM,Gondia,Gondia,21.526817,80.290347,medium_airport,yes,2818,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Apr2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/Apr2k22Annex3.pdf
Gode Airport,Gode Airport,GDE,HAGO,HAGO,ET,Ethiopia,ET-SO,Gode,Gode,5.93513011932,43.5786018372,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Gdańsk Lech Wałęsa Airport,Gdańsk Lech Wałęsa Airport,GDN,EPGD,EPGD,PL,Poland,PL-PM,Gdańsk,Gdańsk,54.377602,18.4662,large_airport,yes,4576705,2022,medium_airport,medium,45,medium,http://www.airport.gdansk.pl/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.gdansk.pl/lotnisko/aktualnosci/za-nami-bardzo-dobry-rok-2022-w-2023-idziemy-na-rekord-n2229.html,below_5m_passengers,https://www.airport.gdansk.pl/lotnisko/aktualnosci/za-nami-bardzo-dobry-rok-2022-w-2023-idziemy-na-rekord-n2229.html
Gondar Airport,Gondar Airport,GDQ,HAGN,HAGN,ET,Ethiopia,ET-AM,Azezo,Azezo,12.5199,37.433998,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
JAGS McCartney International Airport,JAGS McCartney International Airport,GDT,MBGT,MBGT,TC,Turks and Caicos Islands,TC-GT,Cockburn Town,Cockburn Town,21.4445,-71.142303,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Dawson Community Airport,Dawson Community Airport,GDV,KGDV,KGDV,US,United States,US-MT,Glendive,Glendive,47.137658,-104.80691,medium_airport,yes,6120,2019,medium_airport,medium,40,medium,http://www.glendiveairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Sokol Airport,Sokol Airport,GDX,UHMM,UHMM,RU,Russia,RU-MAG,Magadan,Magadan,59.9109992980957,150.72000122070312,medium_airport,yes,471164,2021,medium_airport,medium,40,medium,http://www.airport-magadan.ru,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/,below_5m_passengers,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/
Gelendzhik Airport,Gelendzhik Airport,GDZ,URKG,URKG,RU,Russia,RU-KDA,Gelendzhik,Gelendzhik,44.5820926295,38.0124807358,medium_airport,yes,294533,2018,medium_airport,medium,40,medium,http://basel.aero/en/gelendjik/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1997645,below_5m_passengers,http://www.wikidata.org/entity/Q1997645
Nouméa Magenta Airport,Nouméa Magenta Airport,GEA,NWWM,NWWM,NC,New Caledonia,NC-03,Nouméa,Nouméa,-22.257706,166.472822,medium_airport,yes,380557,2022,medium_airport,medium,40,medium,http://www.cci.nc/aeroports/aerodrome-de-magenta,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Lefkoniko Airport / Geçitkale Air Base,Lefkoniko Airport / Geçitkale Air Base,GEC,LCGK,LCGK,CY,Cyprus,CY-03,Lefkoniko (Geçitkale),Lefkoniko (Geçitkale),35.23591,33.720088,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Spokane International Airport,Spokane International Airport,GEG,KGEG,KGEG,US,United States,US-WA,Spokane,Spokane,47.6199,-117.533997,large_airport,yes,4350330,2025,medium_airport,medium,45,medium,https://spokaneairports.net/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://business.spokaneairports.net/core/files/business/uploads/files/12-31-2025%20Web%20Stats.pdf,below_5m_passengers,https://business.spokaneairports.net/core/files/business/uploads/files/12-31-2025%20Web%20Stats.pdf
Santo Ângelo Airport,Santo Ângelo Airport,GEL,SBNM,SBNM,BR,Brazil,BR-RS,Santo Ângelo,Santo Ângelo,-28.282503,-54.169623,medium_airport,yes,34867,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv,below_5m_passengers,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
President Obiang Nguema International Airport,President Obiang Nguema International Airport,GEM,FGMY,FGMY,GQ,Equatorial Guinea,GQ-WN,Mengomeyén,Mengomeyén,1.676437,11.024904,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Cheddi Jagan International Airport,Cheddi Jagan International Airport,GEO,SYCJ,SYCJ,GY,Guyana,GY-DE,Georgetown,Georgetown,6.49855,-58.254101,large_airport,yes,657433,2019,medium_airport,medium,45,medium,http://www.cjairport-gy.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1333912,below_5m_passengers,http://www.wikidata.org/entity/Q1333912
Rafael Cabrera Airport,Rafael Cabrera Airport,GER,MUNG,MUNG,CU,Cuba,CU-99,Nueva Gerona,Nueva Gerona,21.834699630737305,-82.78379821777344,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
