airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,source_identity
Chapais Airport,Chapais Airport,YMT,CYMT,CYMT,CA,Canada,CA-QC,Chibougamau,Chibougamau,49.77190017700195,-74.5280990600586,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Natashquan Airport,Natashquan Airport,YNA,CYNA,CYNA,CA,Canada,CA-QC,Natashquan,Natashquan,50.190114,-61.78898,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Ottawa / Gatineau Airport,Ottawa / Gatineau Airport,YND,CYND,CYND,CA,Canada,CA-QC,Gatineau,Gatineau,45.521702,-75.563599,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
High Level Airport,High Level Airport,YOJ,CYOJ,CYOJ,CA,Canada,CA-AB,High Level,High Level,58.62139892578125,-117.16500091552734,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Prince Albert Glass Field,Prince Albert Glass Field,YPA,CYPA,CYPA,CA,Canada,CA-SK,Prince Albert,Prince Albert,53.214199066199996,-105.672996521,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Pickle Lake Airport,Pickle Lake Airport,YPL,CYPL,CYPL,CA,Canada,CA-ON,Pickle Lake,Pickle Lake,51.4463996887207,-90.21420288085938,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Peterborough Regional Airport,Peterborough Regional Airport,YPQ,CYPQ,CYPQ,CA,Canada,CA-ON,Peterborough,Peterborough,44.232251,-78.362053,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Prince Rupert Airport,Prince Rupert Airport,YPR,CYPR,CYPR,CA,Canada,CA-BC,Prince Rupert,Prince Rupert,54.286098480199996,-130.445007324,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Powell River Airport,Powell River Airport,YPW,CYPW,CYPW,CA,Canada,CA-BC,Powell River,Powell River,49.83420181274414,-124.5,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Puvirnituq Airport,Puvirnituq Airport,YPX,CYPX,CYPX,CA,Canada,CA-QC,Puvirnituq,Puvirnituq,60.050598,-77.286903,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Burns Lake Airport,Burns Lake Airport,YPZ,CYPZ,CYPZ,CA,Canada,CA-BC,Burns Lake,Burns Lake,54.3764,-125.950996,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Muskoka Airport,Muskoka Airport,YQA,CYQA,CYQA,CA,Canada,CA-ON,Gravenhurst,Gravenhurst,44.975376,-79.306546,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
The Pas Airport,The Pas Airport,YQD,CYQD,CYQD,CA,Canada,CA-MB,The Pas,The Pas,53.97140121459961,-101.09100341796875,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Watson Lake Airport,Watson Lake Airport,YQH,CYQH,CYQH,CA,Canada,CA-YT,Watson Lake,Watson Lake,60.116839,-128.821993,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Kenora Airport,Kenora Airport,YQK,CYQK,CYQK,CA,Canada,CA-ON,Kenora,Kenora,49.788299560546875,-94.36309814453125,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Nakina Airport,Nakina Airport,YQN,CYQN,CYQN,CA,Canada,CA-ON,Nakina,Nakina,50.18280029296875,-86.69640350341797,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Quesnel Airport,Quesnel Airport,YQZ,CYQZ,CYQZ,CA,Canada,CA-BC,Quesnel,Quesnel,53.026100158691406,-122.51000213623047,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Roberval Airport,Roberval Airport,YRJ,CYRJ,CYRJ,CA,Canada,CA-QC,Roberval,Roberval,48.519665,-72.265735,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Red Lake Airport,Red Lake Airport,YRL,CYRL,CYRL,CA,Canada,CA-ON,Red Lake,Red Lake,51.066898345947266,-93.79309844970703,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Ottawa / Rockcliffe Airport,Ottawa / Rockcliffe Airport,YRO,CYRO,CYRO,CA,Canada,CA-ON,Ottawa,Ottawa,45.460496,-75.644001,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Stony Rapids Airport,Stony Rapids Airport,YSF,CYSF,CYSF,CA,Canada,CA-SK,Stony Rapids,Stony Rapids,59.250301361083984,-105.84100341796875,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Saint-Léonard Airport,Saint-Léonard Airport,YSL,CYSL,CYSL,CA,Canada,CA-NB,Saint-Léonard,Saint-Léonard,47.157097,-67.836242,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Fort Smith Airport,Fort Smith Airport,YSM,CYSM,CYSM,CA,Canada,CA-NT,Fort Smith,Fort Smith,60.020302,-111.961998,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Hall Beach Airport,Hall Beach Airport,YUX,CYUX,CYUX,CA,Canada,CA-NU,Sanirajak,Sanirajak,68.7761,-81.2425,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Bonaventure Airport,Bonaventure Airport,YVB,CYVB,CYVB,CA,Canada,CA-QC,Bonaventure,Bonaventure,48.071098,-65.460297,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
La Ronge Airport,La Ronge Airport,YVC,CYVC,CYVC,CA,Canada,CA-SK,La Ronge,La Ronge,55.151401519800004,-105.262001038,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Wiarton Airport,Wiarton Airport,YVV,CYVV,CYVV,CA,Canada,CA-ON,Wiarton,Wiarton,44.7458,-81.107201,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Williams Lake Airport,Williams Lake Airport,YWL,CYWL,CYWL,CA,Canada,CA-BC,Williams Lake,Williams Lake,52.1831016541,-122.054000854,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Rimouski Airport,Rimouski Airport,YXK,CYXK,CYXK,CA,Canada,CA-QC,Rimouski,Rimouski,48.477644,-68.496323,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Smithers Airport,Smithers Airport,YYD,CYYD,CYYD,CA,Canada,CA-BC,Smithers,Smithers,54.82469940185547,-127.18299865722656,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Lynn Lake Airport,Lynn Lake Airport,YYL,CYYL,CYYL,CA,Canada,CA-MB,Lynn Lake,Lynn Lake,56.86389923095703,-101.07599639892578,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Sandspit Airport,Sandspit Airport,YZP,CYZP,CYZP,CA,Canada,CA-BC,Sandspit,Sandspit,53.25429916379999,-131.813995361,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Port Hardy Airport,Port Hardy Airport,YZT,CYZT,CYZT,CA,Canada,CA-BC,Port Hardy,Port Hardy,50.680599212646484,-127.36699676513672,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Whitecourt Airport,Whitecourt Airport,YZU,CYZU,CYZU,CA,Canada,CA-AB,Whitecourt,Whitecourt,54.143902,-115.787003,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Bathurst Airport,Bathurst Airport,ZBF,CZBF,CZBF,CA,Canada,CA-NB,South Tetagouche,South Tetagouche,47.6297,-65.738899,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Chabahar Konarak International Airport,Chabahar Konarak International Airport,ZBR,OIZC,OIZC,IR,Iran,IR-11,Konarak,Konarak,25.44319,60.382167,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Bella Bella (Campbell Island) Airport,Bella Bella (Campbell Island) Airport,ZEL,CBBC,CBBC,CA,Canada,CA-BC,Bella Bella,Bella Bella,52.185001,-128.156994,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Ziguinchor Airport,Ziguinchor Airport,ZIG,GOGG,GOGG,SN,Senegal,SN-ZG,Ziguinchor,Ziguinchor,12.55559,-16.283298,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
Zyryanka Airport,Zyryanka Airport,ZKP,UESU,UESU,RU,Russia,RU-SA,Zyryanka,Zyryanka,65.7485,150.8889,medium_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
San Salvador International Airport,San Salvador International Airport,ZSA,MYSM,MYSM,BS,Bahamas,BS-SS,San Salvador,San Salvador,24.063041,-74.523233,large_airport,yes,https://davidmegginson.github.io/ourairports-data/airports.csv
