airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url
Melbourne Airport,Melbourne Airport,MEL,YMML,YMML,AU,Australia,AU-VIC,Melbourne,Melbourne,-37.670732,144.837898,large_airport,yes,25690854,2022,large_airport,high,68,high,http://melbourneairport.com.au/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Berlin Brandenburg Airport,Berlin Brandenburg Airport,BER,EDDB,EDDB,DE,Germany,DE-BR,Berlin,Berlin,52.361738,13.502341,large_airport,yes,25465872,2024,large_airport,high,68,high,https://ber.berlin-airport.de/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://corporate.berlin-airport.de/en/company-media/media-portal/pressemitteilungen/2025-01-08-verkehrsbericht-2024-dez.html
Kuala Lumpur International Airport,Kuala Lumpur International Airport,KUL,WMKK,WMKK,MY,Malaysia,MY-10,Sepang,Sepang,2.74558,101.709999,large_airport,yes,25377000,2022,large_airport,high,68,high,https://airports.malaysiaairports.com.my,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://mahb.listedcompany.com/misc/operatingstatistic/2022/PassengerTrafficDecember2022.pdf
San Diego International Airport,San Diego International Airport,SAN,KSAN,KSAN,US,United States,US-CA,San Diego,San Diego,32.733601,-117.190002,large_airport,yes,25320556,2025,large_airport,high,68,high,http://www.san.org/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.san.org/wp-content/uploads/2026/02/12-DEC-2025.pdf
Baltimore/Washington International Thurgood Marshall Airport,Baltimore/Washington International Thurgood Marshall Airport,BWI,KBWI,KBWI,US,United States,US-MD,Baltimore,Baltimore,39.1754,-76.668297,large_airport,yes,25215520,2025,large_airport,high,68,high,https://www.bwiairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://bwiairport.com/wp-content/uploads/statistics/Dec2025.pdf
Comodoro Arturo Merino Benítez International Airport,Comodoro Arturo Merino Benítez International Airport,SCL,SCEL,SCEL,CL,Chile,CL-RM,Santiago,Santiago,-33.393001556396484,-70.78579711914062,large_airport,yes,24925660,2023,large_airport,high,68,high,http://www.aeropuertosantiago.cl/ingles/index.php,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.jac.gob.cl/wp-content/uploads/2024/01/INFORME-Diciembre-2023.pdf
Ronald Reagan Washington National Airport,Ronald Reagan Washington National Airport,DCA,KDCA,KDCA,US,United States,US-DC,Washington,Washington,38.8521,-77.037697,large_airport,yes,24889473,2025,large_airport,high,68,high,http://www.flyreagan.com/dca/reagan-national-airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q676576
Tampa International Airport,Tampa International Airport,TPA,KTPA,KTPA,US,United States,US-FL,Tampa,Tampa,27.9755,-82.533203,large_airport,yes,24811253,2025,large_airport,high,68,high,https://www.tampaairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.tampaairport.com/sites/default/files/2026-01/1.%20%20DEC%2025%20Airline%20Activity.pdf
Gimpo International Airport,Gimpo International Airport,GMP,RKSS,RKSS,KR,South Korea,KR-11,Seoul,Seoul,37.5583,126.791,large_airport,yes,24524065,2022,large_airport,high,68,high,http://gimpo.airport.co.kr/eng/index.jsp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none
New Chitose Airport,New Chitose Airport,CTS,RJCC,RJCC,JP,Japan,JP-01,Sapporo,Sapporo,42.774753,141.690414,large_airport,yes,23968186,2024,large_airport,high,68,high,https://www.hokkaido-airports.com/en/new-chitose/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html
Manchester Airport,Manchester Airport,MAN,EGCC,EGCC,GB,United Kingdom,GB-ENG,"Manchester, Greater Manchester","Manchester, Greater Manchester",53.349375,-2.279521,large_airport,yes,23369770,2022,large_airport,high,68,high,http://www.manchesterairport.co.uk/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/passenger-numbers-manchester-airport-close-25990912
London Stansted Airport,London Stansted Airport,STN,EGSS,EGSS,GB,United Kingdom,GB-ENG,"London, Essex","London, Essex",51.884998,0.235,large_airport,yes,23319523,2022,large_airport,high,68,high,http://www.stanstedairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.trbusiness.com/regional-news/europe/mag-serves-90-of-pre-pandemic-passengers-in-december-2022/228832
Zayed International Airport,Zayed International Airport,AUH,OMAA,OMAA,AE,United Arab Emirates,AE-AZ,Abu Dhabi,Abu Dhabi,24.440966,54.649237,large_airport,yes,22935316,2023,large_airport,high,68,high,https://www.zayedinternationalairport.ae/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q643562
Jorge Chávez International Airport,Jorge Chávez International Airport,LIM,SPJC,SPIM,PE,Peru,PE-LIM,Lima,Lima,-12.0219,-77.114305,large_airport,yes,22876785,2023,large_airport,high,68,high,http://www.lap.com.pe/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1142219
Athens Eleftherios Venizelos International Airport,Athens Eleftherios Venizelos International Airport,ATH,LGAV,LGAV,GR,Greece,GR-I,Spata-Artemida,Spata-Artemida,37.936401,23.9445,large_airport,yes,22728750,2022,large_airport,high,68,high,https://www.aia.gr,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aia.gr/userfiles/675393df-ab1a-4b77-826c-f3096a3d7f12/passenger-traffic-december-22.pdf
Oslo-Gardermoen International Airport,Oslo-Gardermoen International Airport,OSL,ENGM,ENGM,NO,Norway,NO-32,Oslo (Gardermoen),Oslo (Gardermoen),60.193901,11.1004,large_airport,yes,22467510,2022,large_airport,high,68,high,https://avinor.no/en/airport/oslo-airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://avinor.no/globalassets/trondheim-lufthavn/shopping/12.2022.xlsx
Copenhagen Kastrup Airport,Copenhagen Kastrup Airport,CPH,EKCH,EKCH,DK,Denmark,DK-84,Copenhagen,Copenhagen,55.617900848389,12.656000137329,large_airport,yes,22143135,2022,large_airport,high,68,high,http://www.cph.dk/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.cph.dk/en/about-cph/investor/traffic-statistics/2023/01/ny%20sidecph%2022.1%20million%20passengers%20passed%20through%20the%20airport%20in%202022
Chongqing Jiangbei International Airport,Chongqing Jiangbei International Airport,CKG,ZUCK,ZUCK,CN,China,CN-50,Chongqing,Chongqing,29.712254,106.651895,large_airport,yes,21673547,2022,large_airport,high,68,high,https://www.airport-chongqing.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Austin Bergstrom International Airport,Austin Bergstrom International Airport,AUS,KAUS,KAUS,US,United States,US-TX,Austin,Austin,30.197535,-97.662015,large_airport,yes,21666852,2025,large_airport,high,68,high,http://www.ci.austin.tx.us/austinairport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.austintexas.gov/sites/default/files/files/Airport/December_Report-Combined.pdf
Montreal / Pierre Elliott Trudeau International Airport,Montreal / Pierre Elliott Trudeau International Airport,YUL,CYUL,CYUL,CA,Canada,CA-QC,Montréal,Montréal,45.467837,-73.742294,large_airport,yes,21550764,2024,large_airport,high,68,high,http://www.admtl.com/passager/Home.aspx,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310025301
Warsaw Chopin Airport,Warsaw Chopin Airport,WAW,EPWA,EPWA,PL,Poland,PL-MZ,Warsaw,Warsaw,52.165699,20.9671,large_airport,yes,21261806,2024,large_airport,high,68,high,http://www.lotnisko-chopina.pl/?lang=en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q465071
Daniel K. Inouye International Airport,Daniel K. Inouye International Airport,HNL,PHNL,PHNL,US,United States,US-HI,"Honolulu, Oahu","Honolulu, Oahu",21.318387,-157.92567,large_airport,yes,21188678,2023,large_airport,high,68,high,http://airports.hawaii.gov/hnl/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q531178
Naha International Airport,Naha International Airport,OKA,ROAH,ROAH,JP,Japan,JP-47,Naha,Naha,26.192437,127.639804,large_airport,yes,21119768,2024,large_airport,high,68,high,http://www.naha-airport.co.jp/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.cab.mlit.go.jp/wcab/file/xlsx/riyousyukei202503.xlsx
Pulkovo Airport,Pulkovo Airport,LED,ULLI,ULLI,RU,Russia,RU-SPE,St. Petersburg,St. Petersburg,59.800301,30.262501,large_airport,yes,20700000,2025,large_airport,high,68,high,https://pulkovoairport.ru/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Jinan Yaoqiang International Airport,Jinan Yaoqiang International Airport,TNA,ZSJN,ZSJN,CN,China,CN-37,Jinan (Licheng),Jinan (Licheng),36.857201,117.216003,large_airport,yes,20329972,2025,large_airport,high,68,high,https://www.jnairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202602/P020260226360830390937.xlsx
Ben Gurion International Airport,Ben Gurion International Airport,TLV,LLBG,LLBG,IL,Israel,IL-M,Tel Aviv,Tel Aviv,32.011398,34.8867,large_airport,yes,20008532,2022,large_airport,high,68,high,http://www.iaa.gov.il/Rashat/en-US/Airports/BenGurion/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://monthlyreport.iaa.gov.il/ViewReportEng.aspx
Alicante-Elche Miguel Hernández Airport,Alicante-Elche Miguel Hernández Airport,ALC,LEAL,LEAL,ES,Spain,ES-VC,Alicante,Alicante,38.2822,-0.558156,large_airport,yes,19950394,2025,large_airport,high,68,high,https://www.aena.es/en/alicante-elche.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q849314
Chicago Midway International Airport,Chicago Midway International Airport,MDW,KMDW,KMDW,US,United States,US-IL,Chicago,Chicago,41.785999,-87.752403,large_airport,yes,19379940,2025,large_airport,high,68,high,https://www.flychicago.com/midway/home/pages/default.aspx,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.flychicago.com/SiteCollectionDocuments/Business/FactAndFigures/AirTraffic/1225%20MDW%20SUMMARY.pdf
Rajiv Gandhi International Airport,Rajiv Gandhi International Airport,HYD,VOHS,VOHS,IN,India,IN-TG,Hyderabad,Hyderabad,17.231318,78.429855,large_airport,yes,19042499,2022,large_airport,high,68,high,http://www.hyderabad.aero/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.parisaeroport.fr/docs/default-source/groupe-fichiers/finance/information-r%C3%A9glement%C3%A9e-amf/communiqu%C3%A9s-information-permanente/2022/a%C3%A9roports-de-paris-sa---december-2022-traffic-figures.pdf?sfvrsn=47a61a05_0
King Khalid International Airport,King Khalid International Airport,RUH,OERK,OERK,SA,Saudi Arabia,SA-01,Riyadh,Riyadh,24.9576,46.698799,large_airport,yes,18933989,2021,large_airport,high,68,high,https://www.kkia.sa/en/Pages/default.aspx,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.panynj.gov/content/dam/airports/statistics/statistics-general-info/annual-atr/ATR_2021.pdf
Brussels Airport,Brussels Airport,BRU,EBBR,EBBR,BE,Belgium,BE-VBR,Zaventem,Zaventem,50.901402,4.48444,large_airport,yes,18930698,2022,large_airport,high,68,high,http://www.brusselsairport.be/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.brusselsairport.be/en/pressroom/news/19-million-passengers-at-brussels-airport-in-2022
Portland International Airport,Portland International Airport,PDX,KPDX,KPDX,US,United States,US-OR,Portland,Portland,45.588699,-122.598,large_airport,yes,18563132,2025,large_airport,high,68,high,https://www.flypdx.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://cdn.portofportland.com/pdfs/December%202025%20Statistics%20(Excel).xlsx
Calgary International Airport,Calgary International Airport,YYC,CYYC,CYYC,CA,Canada,CA-AB,Calgary,Calgary,51.118822,-114.009933,large_airport,yes,18488330,2024,large_airport,high,68,high,http://www.calgaryairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310025301
Stockholm-Arlanda Airport,Stockholm-Arlanda Airport,ARN,ESSA,ESSA,SE,Sweden,SE-AB,Stockholm,Stockholm,59.64849,17.928829,large_airport,yes,18387268,2022,large_airport,high,68,high,http://www.swedavia.se/arlanda/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.transportstyrelsen.se/globalassets/global/luftfart/statistik_och_analys/flygplatsstatistik-excelfiler/230116-passagerarfrekvens-per-flygplats.xlsx
Congonhas–Deputado Freitas Nobre Airport,Congonhas–Deputado Freitas Nobre Airport,CGH,SBSP,SBSP,BR,Brazil,BR-SP,São Paulo,São Paulo,-23.627657,-46.654601,large_airport,yes,18158375,2022,large_airport,high,68,high,https://www.aenabrasil.com.br/en/airports/congonhas-airport/index.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Incheon International Airport,Incheon International Airport,ICN,RKSI,RKSI,KR,South Korea,KR-28,Seoul,Seoul,37.469101,126.450996,large_airport,yes,17869759,2022,large_airport,high,68,high,https://www.airport.kr/ap/en/index.do,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none
Geneva International Airport,Geneva International Airport,GVA,LSGG,LSGG,CH,Switzerland,CH-GE,Geneva,Geneva,46.238098,6.10895,large_airport,yes,17796333,2024,large_airport,high,68,high,https://www.gva.ch/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gva.ch/getmedia/ef8f4889-9f5d-4ead-9ef1-3e92ad59bec7/statistiques_pax_geneve-aeroport.pdf
Changchun Longjia International Airport,Changchun Longjia International Airport,CGQ,ZYCC,ZYCC,CN,China,CN-22,Changchun,Changchun,43.996201,125.684998,large_airport,yes,17759299,2025,large_airport,high,68,high,http://www.ccairport.cn,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caac.gov.cn/XXGK/XXGK/TJSJ/202602/t20260226_230119.html
Václav Havel Airport Prague,Václav Havel Airport Prague,PRG,LKPR,LKPR,CZ,Czech Republic,CZ-PR,Prague,Prague,50.100874,14.259911,large_airport,yes,17750528,2025,large_airport,high,68,high,http://www.prg.aero,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.prg.aero/sites/default/files/obsah/B2B/Files/Statistics%20and%20reports/Prague%20Airport%20Traffic%20Reports/122025_PRG_TRAFFIC_RESULTS.xlsx
Guadalajara International Airport,Guadalajara International Airport,GDL,MMGL,MMGL,MX,Mexico,MX-JAL,Guadalajara,Guadalajara,20.523342,-103.310108,large_airport,yes,17710200,2023,large_airport,high,68,high,https://www.aeropuertosgap.com.mx/es/guadalajara,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q932025
Budapest Liszt Ferenc International Airport,Budapest Liszt Ferenc International Airport,BUD,LHBP,LHBP,HU,Hungary,HU-BU,Budapest,Budapest,47.43018,19.262393,large_airport,yes,17574413,2024,large_airport,high,68,high,http://www.bud.hu/english,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bud.hu/en/budapest_airport/media/news/actual_press_releases/budapest_airports_2024_confirms_its_positive_momentum_with_results_exceeding_expectations.html
Phuket International Airport,Phuket International Airport,HKT,VTSP,VTSP,TH,Thailand,TH-83,Phuket,Phuket,8.113257,98.3174,large_airport,yes,17474051,2025,large_airport,high,68,high,https://phuket.airportthai.co.th/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://app.powerbi.com/view?r=eyJrIjoiYmM2YjA2OWUtZmQxOS00YTkxLWJlNzMtMjE2NjJkMjMxYTg1IiwidCI6ImM2N2ZmODk5LWJlZjUtNGQ3MC04ZmE1LWUzNTgzZGM3Njg3MCIsImMiOjEwfQ%3D%3D
Bucharest Henri Coandă International Airport,Bucharest Henri Coandă International Airport,OTP,LROP,LROP,RO,Romania,RO-IF,Otopeni,Otopeni,44.571792,26.103285,large_airport,yes,17001578,2025,large_airport,high,68,high,http://www.bucharestairports.ro/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://airportaar.ro/traficul-de-pasageri-pe-aeroporturile-din-romania-in-2025
Il Caravaggio International Airport,Il Caravaggio International Airport,BGY,LIME,LIME,IT,Italy,IT-25,Orio al Serio (BG),Orio al Serio (BG),45.669362,9.708851,large_airport,yes,16937976,2025,large_airport,high,68,high,http://www.sacbo.it/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
Brisbane International Airport,Brisbane International Airport,BNE,YBBN,YBBN,AU,Australia,AU-QLD,Brisbane,Brisbane,-27.384199142456055,153.11700439453125,large_airport,yes,16905697,2022,large_airport,high,68,high,http://www.bne.com.au/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Perth International Airport,Perth International Airport,PER,YPPH,YPPH,AU,Australia,AU-WA,Perth,Perth,-31.94029998779297,115.96700286865234,large_airport,yes,16900000,2024,large_airport,high,68,high,https://www.perthairport.com.au/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q45935
Dallas Love Field,Dallas Love Field,DAL,KDAL,KDAL,US,United States,US-TX,Dallas,Dallas,32.844776,-96.847653,large_airport,yes,16899203,2025,large_airport,high,68,high,http://www.dallas-lovefield.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.dallas-lovefield.com/home/showpublisheddocument/3278/639053786940100000
Vnukovo International Airport,Vnukovo International Airport,VKO,UUWW,UUWW,RU,Russia,RU-MOW,Moscow,Moscow,55.591499,37.261501,large_airport,yes,16400000,2025,large_airport,high,68,high,https://vnukovo.ru/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Helsinki Vantaa Airport,Helsinki Vantaa Airport,HEL,EFHK,EFHK,FI,Finland,FI-18,Helsinki (Vantaa),Helsinki (Vantaa),60.318363,24.963341,large_airport,yes,16308814,2024,large_airport,high,68,high,http://www.finavia.fi/en/helsinki-airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q215327
Ningbo Lishe International Airport,Ningbo Lishe International Airport,NGB,ZSNB,ZSNB,CN,China,CN-33,Ningbo,Ningbo,29.82670021057129,121.46199798583984,large_airport,yes,16125459,2025,large_airport,high,68,high,https://www.nbairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q3243622
Fuzhou Changle International Airport,Fuzhou Changle International Airport,FOC,ZSFZ,ZSFZ,CN,China,CN-35,Fuzhou (Changle),Fuzhou (Changle),25.929254,119.672524,large_airport,yes,16118000,2025,large_airport,high,68,high,https://www.fuzhouairport.com.cn/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1350630
Düsseldorf Airport,Düsseldorf Airport,DUS,EDDL,EDDL,DE,Germany,DE-NW,Düsseldorf,Düsseldorf,51.289501,6.76678,large_airport,yes,16071936,2022,large_airport,high,68,high,http://www.dus.com/dus_en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.adv.aero/wp-content/uploads/2015/11/12.2022-ADV-Monatsstatistik.pdf
Gran Canaria Airport,Gran Canaria Airport,LPA,GCLP,GCLP,ES,Spain,ES-CN,Gran Canaria Island,Gran Canaria Island,27.9319,-15.3866,large_airport,yes,15826553,2025,large_airport,high,68,high,https://www.aena.es/en/gran-canaria.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1130612
Tocumen International Airport,Tocumen International Airport,PTY,MPTO,MPTO,PA,Panama,PA-8,Tocumen,Tocumen,9.07136,-79.383499,large_airport,yes,15779103,2022,large_airport,high,68,high,https://www.tocumenpanama.aero/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.tocumenpanama.aero/transparencia/2022/files_2023-Jan-14-080759/10.3_reporte_estadistico_dic2022.pdf
Raleigh-Durham International Airport,Raleigh-Durham International Airport,RDU,KRDU,KRDU,US,United States,US-NC,Raleigh/Durham,Raleigh/Durham,35.878659,-78.7873,large_airport,yes,15644658,2025,large_airport,high,68,high,https://www.rdu.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.rdu.com/airport-authority/statistics/#year
Da Nang International Airport,Da Nang International Airport,DAD,VVDN,VVDN,VN,Vietnam,VN-SCC,Da Nang,Da Nang,16.0439,108.198997,large_airport,yes,15504650,2019,large_airport,high,68,high,http://www.danangairportonline.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q773330
Kuwait International Airport,Kuwait International Airport,KWI,OKKK,OKKK,KW,Kuwait,KW-FA,Kuwait City,Kuwait City,29.224487,47.969813,large_airport,yes,15448909,2019,large_airport,high,68,high,https://www.kuwaitairport.gov.kw/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.dgca.gov.kw/Statistics?menuid=11
St. Louis Lambert International Airport,St. Louis Lambert International Airport,STL,KSTL,KSTL,US,United States,US-MO,St Louis,St Louis,38.748697,-90.370003,large_airport,yes,15303756,2025,large_airport,high,68,high,https://www.flystl.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.flystl.com/wp-content/uploads/2026/01/STL-CY2025-Air-Traffic-Activity-Report-FINAL-1.pdf
Osaka Itami International Airport,Osaka Itami International Airport,ITM,RJOO,RJOO,JP,Japan,JP-27,Osaka,Osaka,34.780853,135.440829,large_airport,yes,15157501,2024,large_airport,high,68,high,https://www.osaka-airport.co.jp/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html
Hamburg Helmut Schmidt Airport,Hamburg Helmut Schmidt Airport,HAM,EDDH,EDDH,DE,Germany,DE-HH,Hamburg,Hamburg,53.630402,9.98823,large_airport,yes,14831711,2024,medium_airport,medium,45,medium,https://www.hamburg-airport.de/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q27706
Rio Galeão – Tom Jobim International Airport,Rio Galeão – Tom Jobim International Airport,GIG,SBGL,SBGL,BR,Brazil,BR-RJ,Rio De Janeiro,Rio De Janeiro,-22.809999,-43.250557,large_airport,yes,14443884,2024,medium_airport,medium,45,medium,https://www.riogaleao.com/passageiros,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q733998
King Abdulaziz International Airport,King Abdulaziz International Airport,JED,OEJN,OEJN,SA,Saudi Arabia,SA-02,Jeddah,Jeddah,21.680241,39.157436,large_airport,yes,14117611,2021,medium_airport,medium,45,medium,https://www.kaia.sa/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://gaca.gov.sa/ar/
Esenboğa International Airport,Esenboğa International Airport,ESB,LTAC,LTAC,TR,Turkey,TR-06,Ankara,Ankara,40.128101,32.995098,large_airport,yes,13926680,2025,medium_airport,medium,45,medium,https://esenbogaairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://dhmi.gov.tr/Lists/Istatislikler_EN/Attachments/262/PASSENGER.pdf
Sacramento International Airport,Sacramento International Airport,SMF,KSMF,KSMF,US,United States,US-CA,Sacramento,Sacramento,38.6954,-121.591003,large_airport,yes,13912718,2025,medium_airport,medium,45,medium,https://sacramento.aero/smf,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://sacramento.aero/assets/2026/01/december-2025-web-report.pdf
William P. Hobby Airport,William P. Hobby Airport,HOU,KHOU,KHOU,US,United States,US-TX,Houston,Houston,29.645336,-95.276812,large_airport,yes,13908466,2023,medium_airport,medium,45,medium,http://www.fly2houston.com/hobbyHome,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q771340
Domodedovo International Airport,Domodedovo International Airport,DME,UUDD,UUDD,RU,Russia,RU-MOS,Moscow,Moscow,55.408798,37.9063,large_airport,yes,13860000,2025,medium_airport,medium,45,medium,http://www.domodedovo.ru/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.rbc.ru/economics/23/02/2025/67aa0b039a79470557b2677f
Xi'an Xianyang International Airport,Xi'an Xianyang International Airport,XIY,ZLXY,ZLXY,CN,China,CN-61,Xi'an,Xi'an,34.442207,108.762385,large_airport,yes,13558364,2022,medium_airport,medium,45,medium,https://www.xxia.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Presidente Juscelino Kubitschek International Airport,Presidente Juscelino Kubitschek International Airport,BSB,SBBR,SBBR,BR,Brazil,BR-DF,Brasília,Brasília,-15.869167,-47.920834,large_airport,yes,13471797,2022,medium_airport,medium,45,medium,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bsb.aero/institucional/dados-operacionais
Monterrey International Airport,Monterrey International Airport,MTY,MMMY,MMMY,MX,Mexico,MX-NLE,Monterrey,Monterrey,25.778521,-100.106989,large_airport,yes,13326936,2023,medium_airport,medium,45,medium,https://aeropuertomonterrey.oma.aero/es/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q767660
