airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url
César Manrique-Lanzarote Airport,César Manrique-Lanzarote Airport,ACE,GCRR,GCRR,ES,Spain,ES-CN,San Bartolomé,San Bartolomé,28.945499,-13.6052,large_airport,yes,8920901,2025,medium_airport,medium,45,medium,https://www.lanzaroteairport.info/barrier-free-disability-assistance-service/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1430865
Hazrat Shahjalal International Airport,Hazrat Shahjalal International Airport,DAC,VGHS,VGHS,BD,Bangladesh,BD-3,Dhaka,Dhaka,23.843347,90.397783,large_airport,yes,8898000,2018,medium_airport,medium,45,medium,https://www.hsia.gov.bd/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/SYB-2018.pdf
Mashhad International Airport,Mashhad International Airport,MHD,OIMM,OIMM,IR,Iran,IR-09,Mashhad,Mashhad,36.234821,59.642949,large_airport,yes,8861319,2019,medium_airport,medium,45,medium,https://mashhad.airport.ir/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1152024
Beirut Rafic Hariri International Airport,Beirut Rafic Hariri International Airport,BEY,OLBA,OLBA,LB,Lebanon,LB-JL,Beirut,Beirut,33.819833,35.487443,large_airport,yes,8834819,2018,medium_airport,medium,45,medium,http://www.beirutairport.gov.lb/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.beirutairport.gov.lb/_statistic.php
Cologne Bonn Airport,Cologne Bonn Airport,CGN,EDDK,EDDK,DE,Germany,DE-NW,Köln (Cologne),Köln (Cologne),50.865898,7.14274,large_airport,yes,8756712,2022,medium_airport,medium,45,medium,http://www.koeln-bonn-airport.de/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.adv.aero/wp-content/uploads/2015/11/12.2022-ADV-Monatsstatistik.pdf
Palm Beach International Airport,Palm Beach International Airport,PBI,KPBI,KPBI,US,United States,US-FL,West Palm Beach,West Palm Beach,26.683201,-80.095596,large_airport,yes,8657372,2025,medium_airport,medium,45,medium,https://www.pbia.org/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1432310
Recife/Guararapes - Gilberto Freyre International Airport,Recife/Guararapes - Gilberto Freyre International Airport,REC,SBRF,SBRF,BR,Brazil,BR-PE,Recife,Recife,-8.12747,-34.922961,large_airport,yes,8631385,2022,medium_airport,medium,45,medium,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=163,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Lyon Saint-Exupéry Airport,Lyon Saint-Exupéry Airport,LYS,LFLL,LFLL,FR,France,FR-ARA,"Colombier-Saugnieu, Rhône","Colombier-Saugnieu, Rhône",45.725996,5.090139,large_airport,yes,8558341,2022,medium_airport,medium,45,medium,https://www.lyonaeroports.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Adisutjipto International Airport,Adisutjipto International Airport,JOG,WAHH,WARJ,ID,Indonesia,ID-YO,Yogyakarta,Yogyakarta,-7.78818,110.431999,medium_airport,yes,8430622,2018,medium_airport,medium,40,medium,https://adisutjipto-airport.co.id/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1430731
Belgrade Nikola Tesla Airport,Belgrade Nikola Tesla Airport,BEG,LYBE,LYBE,RS,Serbia,RS-00,Belgrade,Belgrade,44.818401,20.309099,large_airport,yes,8367931,2024,medium_airport,medium,45,medium,http://www.beg.aero/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q127955
Adelaide International Airport,Adelaide International Airport,ADL,YPAD,YPAD,AU,Australia,AU-SA,Adelaide,Adelaide,-34.947512,138.533393,large_airport,yes,8351636,2024,medium_airport,medium,45,medium,https://www.adelaideairport.com.au,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/WebAirport_CY_1985-2024.xlsx
Nursultan Nazarbayev International Airport,Nursultan Nazarbayev International Airport,NQZ,UACC,UACC,KZ,Kazakhstan,KZ-AST,Astana,Astana,51.027035,71.467094,large_airport,yes,8315108,2024,medium_airport,medium,45,medium,https://www.nn-airport.kz,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.inform.kz/ru/mezhdunarodniy-aeroport-astani-tsifri-fakti-dinamika-razvitiya-9eb21d
Koltsovo Airport,Koltsovo Airport,SVX,USSS,USSS,RU,Russia,RU-SVE,Yekaterinburg,Yekaterinburg,56.743099212646,60.802700042725,large_airport,yes,8300000,2025,medium_airport,medium,45,medium,http://www.koltsovo.ru/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Brussels South Charleroi Airport,Brussels South Charleroi Airport,CRL,EBCI,EBCI,BE,Belgium,BE-WHT,Charleroi,Charleroi,50.461963,4.459562,large_airport,yes,8272000,2022,medium_airport,medium,45,medium,http://www.charleroi-airport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://trends.levif.be/entreprises/les-aeroports-belges-se-redressent-bien/
Heraklion International Nikos Kazantzakis Airport,Heraklion International Nikos Kazantzakis Airport,HER,LGIR,LGIR,GR,Greece,GR-M,Heraklion,Heraklion,35.339699,25.1803,large_airport,yes,8087146,2022,medium_airport,medium,45,medium,https://www.heraklion-airport.gr/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.ypa.gr/userfiles/4659ed30-b59b-4111-9747-a3550129731a/(EL)%20%ce%9a%ce%99%ce%9d%ce%97%ce%a3%ce%97%20%ce%91%ce%95%ce%a1%ce%9f%ce%9b%ce%99%ce%9c%ce%95%ce%9d%ce%a9%ce%9d%202022%2012%20(2).xlsx
Sofia Airport,Sofia Airport,SOF,LBSF,LBSF,BG,Bulgaria,BG-22,Sofia,Sofia,42.696357,23.417671,large_airport,yes,7992702,2024,medium_airport,medium,45,medium,http://sofia-airport.bg,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.bg/en/category/292/17285
Bari Karol Wojtyła International Airport,Bari Karol Wojtyła International Airport,BRI,LIBD,LIBD,IT,Italy,IT-75,Bari,Bari,41.138901,16.760599,large_airport,yes,7977881,2025,medium_airport,medium,45,medium,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/?selectedYear=2025&month=12
Houari Boumediene Airport,Houari Boumediene Airport,ALG,DAAG,DAAG,DZ,Algeria,DZ-16,Algiers,Algiers,36.693886,3.214531,large_airport,yes,7975412,2018,medium_airport,medium,45,medium,https://www.aeroportalger.dz/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://aci.aero/data-centre/airport-statistics-infographics/
Bristol Airport,Bristol Airport,BRS,EGGD,EGGD,GB,United Kingdom,GB-ENG,Bristol,Bristol,51.382326,-2.716453,large_airport,yes,7945038,2022,medium_airport,medium,45,medium,http://www.bristolairport.co.uk/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5576
Queen Alia International Airport,Queen Alia International Airport,AMM,OJAI,OJAI,JO,Jordan,JO-AM,Amman,Amman,31.7226009369,35.9931983948,large_airport,yes,7837501,2022,medium_airport,medium,45,medium,https://qaiairport.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.parisaeroport.fr/docs/default-source/groupe-fichiers/finance/information-r%C3%A9glement%C3%A9e-amf/communiqu%C3%A9s-information-permanente/2022/a%C3%A9roports-de-paris-sa---december-2022-traffic-figures.pdf?sfvrsn=47a61a05_0
Keflavik International Airport,Keflavik International Airport,KEF,BIKF,BIKF,IS,Iceland,IS-2,Reykjavík,Reykjavík,63.985001,-22.6056,large_airport,yes,7776147,2023,medium_airport,medium,45,medium,https://www.isavia.is/en/keflavik-airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q139921
Kahului International Airport,Kahului International Airport,OGG,PHOG,PHOG,US,United States,US-HI,Kahului,Kahului,20.896263,-156.431837,large_airport,yes,7736001,2023,medium_airport,medium,45,medium,https://airports.hawaii.gov/ogg/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1431637
Macau International Airport,Macau International Airport,MFM,VMMC,VMMC,MO,Macau,MO-CAR,Nossa Senhora do Carmo,Nossa Senhora do Carmo,22.149599,113.592003,large_airport,yes,7641495,2024,medium_airport,medium,45,medium,http://www.macau-airport.gov.mo/en/index.php,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.camacau.com/en/OurBusiness/TrafficStatsPassengers
Mohammed V International Airport,Mohammed V International Airport,CMN,GMMN,GMMN,MA,Morocco,MA-06,Casablanca,Casablanca,33.3675,-7.58997,large_airport,yes,7637643,2022,medium_airport,medium,45,medium,https://www.aeroportcasablanca.ma/en/Our-Airports/Casablanca-Mohammed-V-Airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.onda.ma/content/download/13540/176818/version/28/fichier/Les+statistiques+du+trafic+a%C3%A9rien+du+mois+de+d%C3%A9cembre+2022.xlsx
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,BPN,WALL,WALL,ID,Indonesia,ID-KI,Balikpapan,Balikpapan,-1.268342,116.89452,large_airport,yes,7553190,2018,medium_airport,medium,45,medium,http://sepinggan-airport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q263652
Edmonton International Airport,Edmonton International Airport,YEG,CYEG,CYEG,CA,Canada,CA-AB,Edmonton,Edmonton,53.3097,-113.580002,large_airport,yes,7533466,2024,medium_airport,medium,45,medium,http://www.edmontonairports.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310025301
Los Cabos International Airport,Los Cabos International Airport,SJD,MMSD,MMSD,MX,Mexico,MX-BCS,San José del Cabo,San José del Cabo,23.151919,-109.720731,large_airport,yes,7459841,2023,medium_airport,medium,45,medium,https://www.loscabosairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404
Jacksonville International Airport,Jacksonville International Airport,JAX,KJAX,KJAX,US,United States,US-FL,Jacksonville,Jacksonville,30.492469,-81.687813,large_airport,yes,7446084,2023,medium_airport,medium,45,medium,https://www.flyjacksonville.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1431579
Halim Perdanakusuma International Airport,Halim Perdanakusuma International Airport,HLP,WIHH,WIHH,ID,Indonesia,ID-JK,Jakarta,Jakarta,-6.266989,106.890318,large_airport,yes,7400000,2018,medium_airport,medium,45,medium,https://www.angkasapura2.co.id/cabang/hlp/content.php?menu=8&page_id=1,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1032934
Tribhuvan International Airport,Tribhuvan International Airport,KTM,VNKT,VNKT,NP,Nepal,NP-P3,Kathmandu,Kathmandu,27.6966,85.3591,large_airport,yes,7327042,2019,medium_airport,medium,45,medium,https://www.tiairport.com.np/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://caanepal.gov.np/storage/app/uploads/public/5ff/2c3/8de/5ff2c38de0957043775720.pdf
Jinnah International Airport,Jinnah International Airport,KHI,OPKC,OPKC,PK,Pakistan,PK-SD,Karachi,Karachi,24.9065,67.160797,large_airport,yes,7267582,2017,medium_airport,medium,45,medium,http://www.karachiairport.com.pk,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q61052
Tirana International Airport Mother Teresa,Tirana International Airport Mother Teresa,TIA,LATI,LATI,AL,Albania,AL-02,Rinas,Rinas,41.4147,19.7206,large_airport,yes,7257634,2023,medium_airport,medium,45,medium,http://www.tirana-airport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.tirana-airport.com/en/article/997/Tirana-International-Airport-%28TIA%29-Reports-Record-Breaking-7.25-Million-Passengers-in-2023
Alfonso Bonilla Aragon International Airport,Alfonso Bonilla Aragon International Airport,CLO,SKCL,SKCL,CO,Colombia,CO-VAC,Cali,Cali,3.542717,-76.381898,large_airport,yes,7217373,2022,medium_airport,medium,45,medium,https://www.aerocali.com.co/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx
Falcone–Borsellino Airport,Falcone–Borsellino Airport,PMO,LICJ,LICJ,IT,Italy,IT-82,Palermo,Palermo,38.175999,13.091,large_airport,yes,7117822,2022,medium_airport,medium,45,medium,http://www.gesap.it/index.php,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/wp-content/plugins/multipage_xls_reader/excel_file/2022_12.xls
Rafael Nuñez International Airport,Rafael Nuñez International Airport,CTG,SKCG,SKCG,CO,Colombia,CO-BOL,Cartagena,Cartagena,10.4424,-75.513,large_airport,yes,7087788,2022,medium_airport,medium,45,medium,http://www.sacsa.com.co/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx
Bilbao Airport,Bilbao Airport,BIO,LEBB,LEBB,ES,Spain,ES-PV,Bilbao,Bilbao,43.301102,-2.91061,large_airport,yes,7062681,2025,medium_airport,medium,45,medium,https://www.aena.es/en/bilbao.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q598197
Imam Khomeini International Airport,Imam Khomeini International Airport,IKA,OIIE,OIIE,IR,Iran,IR-23,Tehran,Tehran,35.416099548339844,51.152198791503906,large_airport,yes,7055159,2019,medium_airport,medium,45,medium,http://www.ikia.ir/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q734729
EuroAirport Basel–Mulhouse–Freiburg,EuroAirport Basel–Mulhouse–Freiburg,BSL,LFSB,LFSB,FR,France,FR-GES,Bâle / Mulhouse,Bâle / Mulhouse,47.60068,7.521117,large_airport,yes,7050905,2022,medium_airport,medium,45,medium,http://www.euroairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.euroairport.com/sites/default/files/2023-01/Stat_de_trafic_2022_12.pdf
Toulouse-Blagnac Airport,Toulouse-Blagnac Airport,TLS,LFBO,LFBO,FR,France,FR-OCC,Toulouse/Blagnac,Toulouse/Blagnac,43.629101,1.36382,large_airport,yes,7037150,2022,medium_airport,medium,45,medium,http://www.toulouse.aeroport.fr/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Kaohsiung International Airport,Kaohsiung International Airport,KHH,RCKH,RCKH,TW,Taiwan,TW-KHH,Kaohsiung (Xiaogang),Kaohsiung (Xiaogang),22.577101,120.349998,large_airport,yes,6971162,2025,medium_airport,medium,45,medium,http://www.kia.gov.tw/english/e_index.asp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.gov.tw/Article.aspx?a=1088&lang=1
Bahrain International Airport,Bahrain International Airport,BAH,OBBI,OBBI,BH,Bahrain,BH-15,Manama,Manama,26.267295,50.63764,large_airport,yes,6900000,2022,medium_airport,medium,45,medium,https://www.bahrainairport.bh/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bahrainairport.bh/corporate/news/bahrain-international-airport-s-passenger-traffic-spikes-to-6-9-million-in-2022
Fuerteventura Airport,Fuerteventura Airport,FUE,GCFV,GCFV,ES,Spain,ES-CN,El Matorral,El Matorral,28.4527,-13.8638,large_airport,yes,6886935,2025,medium_airport,medium,45,medium,https://www.aena.es/en/fuerteventura.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1431349
Eindhoven Airport,Eindhoven Airport,EIN,EHEH,EHEH,NL,Netherlands,NL-NB,Eindhoven,Eindhoven,51.4500999451,5.37452983856,large_airport,yes,6859144,2024,medium_airport,medium,45,medium,http://www.eindhovenairport.nl/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://opendata.cbs.nl/#/CBS/en/dataset/37478eng/table
Simferopol International Airport,Simferopol International Airport,SIP,UKFF,UKFF,UA,Ukraine,UA-43,Simferopol,Simferopol,45.0522,33.975101,large_airport,yes,6830000,2021,medium_airport,medium,45,medium,https://new.sipaero.ru/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://tourism.interfax.ru/ru/news/articles/85267/
Puerto Vallarta International Airport,Puerto Vallarta International Airport,PVR,MMPR,MMPR,MX,Mexico,MX-JAL,Puerto Vallarta,Puerto Vallarta,20.679913,-105.254391,large_airport,yes,6726336,2023,medium_airport,medium,45,medium,https://thepuertovallartaairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404
Nanning Wuxu International Airport,Nanning Wuxu International Airport,NNG,ZGNN,ZGNN,CN,China,CN-45,Nanning (Jiangnan),Nanning (Jiangnan),22.598071,108.181922,large_airport,yes,6659516,2022,medium_airport,medium,45,medium,http://www.nnairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Porto Alegre-Salgado Filho International Airport,Porto Alegre-Salgado Filho International Airport,POA,SBPA,SBPA,BR,Brazil,BR-RS,Porto Alegre,Porto Alegre,-29.993984,-51.167482,large_airport,yes,6654062,2022,medium_airport,medium,45,medium,https://portoalegre-airport.com.br/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.fraport.com/content/dam/fraport-company/documents/investoren/finanz--und-verkehrszahlen/verkehrszahlen/konzern/2022/Monatliche%20Konzernverkehrszahlen.xlsx/_jcr_content/renditions/original.media_file.download_attachment.file/Monatliche%20Konzernverkehrszahlen.xlsx
